"여자","부산광역시","　30~34","유배우",456,5015,9944,23445,2599,376
"여자","부산광역시","　35~39","미혼",356,5770,7497,13382,2048,453
"여자","부산광역시","　35~39","유배우",472,11752,20753,34374,5338,983
"여자","부산광역시","　40~44","미혼",374,5756,4825,8312,1593,520
"여자","부산광역시","　40~44","유배우",439,20126,24344,31976,5913,1348
"여자","부산광역시","　45~49","미혼",355,5974,3079,5035,1342,587
"여자","부산광역시","　45~49","유배우",1054,40163,20678,27791,4569,1276
"여자","부산광역시","　50~54","미혼",429,3756,1372,2597,691,293
"여자","부산광역시","　50~54","유배우",5501,57459,13409,24645,3244,1178
"여자","부산광역시","　55~59","미혼",498,2139,478,1293,252,152
"여자","부산광역시","　55~59","유배우",17223,61815,8611,18196,2508,701
"여자","부산광역시","　60~64","미혼",601,1717,343,585,133,83
"여자","부산광역시","　60~64","유배우",27269,60241,5054,10083,1542,457
"여자","부산광역시","　65~69","미혼",563,1187,129,287,81,60
"여자","부산광역시","　65~69","유배우",21561,30854,2228,4901,716,168
"여자","부산광역시","　70~74","미혼",249,456,53,140,16,11
"여자","부산광역시","　70~74","유배우",11978,12704,1038,2629,262,70
"여자","부산광역시","　75~79","미혼",211,128,22,59,4,2
"여자","부산광역시","　75~79","유배우",5473,5447,328,1204,39,16
"여자","부산광역시","　80~84","미혼",45,81,3,18,2,14
"여자","부산광역시","　80~84","유배우",1945,1780,133,320,26,4
"여자","부산광역시","　85세이상","미혼",37,43,4,9,-,-
"여자","부산광역시","　85세이상","유배우",397,349,21,55,4,-
"여자","대구광역시","　15~19","미혼",7484,35150,4516,9402,-,-
"여자","대구광역시","　15~19","유배우",3,21,-,-,-,-
"여자","대구광역시","　20~24","미혼",158,7920,18718,45800,858,39
"여자","대구광역시","　20~24","유배우",39,445,276,219,-,-
"여자","대구광역시","　25~29","미혼",158,5866,16226,34389,3055,333
"여자","대구광역시","　25~29","유배우",158,2145,3991,4792,441,65
"여자","대구광역시","　30~34","미혼",135,3303,7473,15024,1870,271
"여자","대구광역시","　30~34","유배우",370,3698,9927,15402,1949,217
"여자","대구광역시","　35~39","미혼",155,3735,4812,7295,1265,291
"여자","대구광역시","　35~39","유배우",414,9419,18562,22894,4287,755
"여자","대구광역시","　40~44","미혼",200,3422,3237,4407,865,294
"여자","대구광역시","　40~44","유배우",347,15403,22688,23504,4547,1023
"여자","대구광역시","　45~49","미혼",280,3660,2067,3039,793,303
"여자","대구광역시","　45~49","유배우",1018,31784,19469,22946,3670,1126
"여자","대구광역시","　50~54","미혼",302,2081,833,1644,357,178
"여자","대구광역시","　50~54","유배우",4894,43918,12300,20155,2787,901
"여자","대구광역시","　55~59","미혼",375,1298,278,707,136,100
"여자","대구광역시","　55~59","유배우",13096,42409,7337,13392,1983,560
"여자","대구광역시","　60~64","미혼",292,985,159,345,127,79
"여자","대구광역시","　60~64","유배우",17583,35871,3626,6636,933,336
"여자","대구광역시","　65~69","미혼",202,498,87,139,53,31
"여자","대구광역시","　65~69","유배우",13065,17320,1398,3178,353,118
"여자","대구광역시","　70~74","미혼",143,224,39,69,24,24
"여자","대구광역시","　70~74","유배우",7284,7418,657,1817,189,73
"여자","대구광역시","　75~79","미혼",97,186,25,36,9,3
"여자","대구광역시","　75~79","유배우",3592,3029,365,802,70,24
"여자","대구광역시","　80~84","미혼",36,115,18,15,20,2
"여자","대구광역시","　80~84","유배우",1205,1181,88,207,8,-
"여자","대구광역시","　85세이상","미혼",17,65,14,1,-,-
"여자","대구광역시","　85세이상","유배우",268,231,12,72,-,-
"여자","인천광역시","　15~19","미혼",9874,42664,5584,7566,-,1
"여자","인천광역시","　15~19","유배우",16,31,24,-,-,-
"여자","인천광역시","　20~24","미혼",363,17302,25618,38956,732,14
"여자","인천광역시","　20~24","유배우",69,945,546,223,15,-
"여자","인천광역시","　25~29","미혼",374,13056,23780,40501,2727,250
"여자","인천광역시","　25~29","유배우",249,4836,5365,5750,369,26
"여자","인천광역시","　30~34","미혼",208,7239,11145,19513,2173,306
"여자","인천광역시","　30~34","유배우",419,8695,13067,18038,2071,287
"여자","인천광역시","　35~39","미혼",286,7016,6125,8066,1365,223
"여자","인천광역시","　35~39","유배우",773,20644,22253,26647,3714,497
"여자","인천광역시","　40~44","미혼",174,5387,3165,4494,1008,238
"여자","인천광역시","　40~44","유배우",690,31914,21418,25191,4368,513
"여자","인천광역시","　45~49","미혼",290,4931,1771,2706,855,145
"여자","인천광역시","　45~49","유배우",1546,50003,15692,20464,3424,509
"여자","인천광역시","　50~54","미혼",285,3143,643,1558,393,125
"여자","인천광역시","　50~54","유배우",5083,61397,9763,16818,2095,435
"여자","인천광역시","　55~59","미혼",354,1795,339,767,220,53
"여자","인천광역시","　55~59","유배우",12838,59728,6267,11184,1730,280
"여자","인천광역시","　60~64","미혼",404,1274,157,352,102,47
"여자","인천광역시","　60~64","유배우",17841,45884,3152,5386,872,151
"여자","인천광역시","　65~69","미혼",253,645,120,122,32,4
"여자","인천광역시","　65~69","유배우",12490,19656,1100,2253,352,88
"여자","인천광역시","　70~74","미혼",123,245,27,46,24,-
"여자","인천광역시","　70~74","유배우",7105,8226,447,1079,95,28
"여자","인천광역시","　75~79","미혼",83,85,-,2,16,6
"여자","인천광역시","　75~79","유배우",3307,2730,196,530,64,15
"여자","인천광역시","　80~84","미혼",22,57,7,6,13,1
"여자","인천광역시","　80~84","유배우",1112,1063,77,201,11,-
"여자","인천광역시","　85세이상","미혼",17,5,-,6,-,-
"여자","인천광역시","　85세이상","유배우",287,221,27,46,1,-
"여자","광주광역시","　15~19","미혼",5649,24068,1625,7517,-,-
"여자","광주광역시","　15~19","유배우",6,13,7,6,-,-
"여자","광주광역시","　20~24","미혼",115,6876,8043,35618,720,15
"여자","광주광역시","　20~24","유배우",47,474,153,249,13,-
"여자","광주광역시","　25~29","미혼",137,4818,6577,26109,1892,285
"여자","광주광역시","　25~29","유배우",123,1947,1712,3889,374,20
"여자","광주광역시","　30~34","미혼",95,2400,3447,10797,1253,248
"여자","광주광역시","　30~34","유배우",268,3321,4543,10545,1305,239
"여자","광주광역시","　35~39","미혼",138,2171,2667,4826,699,230
"여자","광주광역시","　35~39","유배우",342,6978,9984,16484,2739,609
"여자","광주광역시","　40~44","미혼",163,2026,1737,2699,378,177
"여자","광주광역시","　40~44","유배우",267,11886,12660,16273,2855,562
"여자","광주광역시","　45~49","미혼",95,1667,779,1656,368,174
"여자","광주광역시","　45~49","유배우",445,20449,10639,15936,2407,644
"여자","광주광역시","　50~54","미혼",134,1022,248,742,277,139
"여자","광주광역시","　50~54","유배우",1989,25057,6727,12729,1958,562
"여자","광주광역시","　55~59","미혼",178,577,147,380,70,44
"여자","광주광역시","　55~59","유배우",5041,23072,4025,7999,1302,422
"여자","광주광역시","　60~64","미혼",93,610,71,172,83,20
"여자","광주광역시","　60~64","유배우",7866,20424,2183,3793,848,220
"여자","광주광역시","　65~69","미혼",103,310,66,90,31,13
"여자","광주광역시","　65~69","유배우",6026,9548,890,1596,253,90
"여자","광주광역시","　70~74","미혼",67,58,29,50,2,5
"여자","광주광역시","　70~74","유배우",4379,4466,470,1012,80,26
"여자","광주광역시","　75~79","미혼",73,45,5,6,1,1
"여자","광주광역시","　75~79","유배우",2542,1741,163,372,29,5
"여자","광주광역시","　80~84","미혼",3,-,3,11,-,3
"여자","광주광역시","　80~84","유배우",775,620,62,109,-,2
"여자","광주광역시","　85세이상","미혼",-,3,-,4,-,-
"여자","광주광역시","　85세이상","유배우",187,153,40,9,-,-
"여자","대전광역시","　15~19","미혼",5783,23303,2968,7374,-,-
"여자","대전광역시","　15~19","유배우",5,5,-,8,-,-
"여자","대전광역시","　20~24","미혼",184,6891,11592,35978,1228,55
"여자","대전광역시","　20~24","유배우",67,620,289,179,11,-
"여자","대전광역시","　25~29","미혼",96,4635,8193,23320,3085,780
"여자","대전광역시","　25~29","유배우",149,1873,2418,4187,558,74
"여자","대전광역시","　30~34","미혼",157,2585,3642,9862,1809,600
"여자","대전광역시","　30~34","유배우",227,3057,4813,10885,2031,518
"여자","대전광역시","　35~39","미혼",96,2746,2532,4747,942,339
"여자","대전광역시","　35~39","유배우",329,6160,9046,15584,3485,1023
"여자","대전광역시","　40~44","미혼",130,2167,1665,2833,675,320
"여자","대전광역시","　40~44","유배우",241,10417,10651,15989,4237,931
"여자","대전광역시","　45~49","미혼",175,1926,838,1655,571,299
"여자","대전광역시","　45~49","유배우",586,19431,9740,14615,3295,1107
"여자","대전광역시","　50~54","미혼",154,1423,269,958,167,181
"여자","대전광역시","　50~54","유배우",2170,23203,5904,13197,2804,721
"여자","대전광역시","　55~59","미혼",146,708,119,407,189,77
"여자","대전광역시","　55~59","유배우",5637,23214,3471,8566,1502,597
"여자","대전광역시","　60~64","미혼",143,590,59,199,83,35
"여자","대전광역시","　60~64","유배우",8309,20472,1813,4199,917,235
"여자","대전광역시","　65~69","미혼",141,324,20,120,33,13
"여자","대전광역시","　65~69","유배우",5924,9554,825,1767,329,162
"여자","대전광역시","　70~74","미혼",76,73,28,8,12,-
"여자","대전광역시","　70~74","유배우",3343,3859,413,920,91,35
"여자","대전광역시","　75~79","미혼",88,23,19,40,10,7
"여자","대전광역시","　75~79","유배우",2007,1609,148,424,29,6
"여자","대전광역시","　80~84","미혼",15,1,4,18,1,5
"여자","대전광역시","　80~84","유배우",617,574,55,125,16,-
"여자","대전광역시","　85세이상","미혼",26,9,2,1,9,-
"여자","대전광역시","　85세이상","유배우",200,126,24,50,-,-
"여자","울산광역시","　15~19","미혼",3924,15975,1497,3273,-,-
"여자","울산광역시","　15~19","유배우",-,6,-,5,-,-
"여자","울산광역시","　20~24","미혼",86,3781,6600,16387,292,12
"여자","울산광역시","　20~24","유배우",22,375,127,98,-,-
"여자","울산광역시","　25~29","미혼",65,2600,6066,14157,825,113
"여자","울산광역시","　25~29","유배우",103,1344,2372,3185,147,27
"여자","울산광역시","　30~34","미혼",31,1367,2843,5994,627,83
"여자","울산광역시","　30~34","유배우",214,2591,5896,9036,787,68
"여자","울산광역시","　35~39","미혼",109,1611,1703,2709,428,68
"여자","울산광역시","　35~39","유배우",289,6407,10813,12237,1753,106
"여자","울산광역시","　40~44","미혼",98,1612,935,1468,279,81
"여자","울산광역시","　40~44","유배우",256,10901,10968,10825,1750,173
"여자","울산광역시","　45~49","미혼",54,1492,600,737,169,46
"여자","울산광역시","　45~49","유배우",464,20792,7750,9246,1340,131
"여자","울산광역시","　50~54","미혼",132,889,123,406,73,32
"여자","울산광역시","　50~54","유배우",1790,28265,5329,7606,944,156
"여자","울산광역시","　55~59","미혼",82,476,34,149,64,19
"여자","울산광역시","　55~59","유배우",5764,25120,2838,4488,641,142
"여자","울산광역시","　60~64","미혼",127,325,35,76,32,12
"여자","울산광역시","　60~64","유배우",9152,17885,1193,2029,282,45
"여자","울산광역시","　65~69","미혼",104,189,17,39,4,-
"여자","울산광역시","　65~69","유배우",6056,7019,486,628,86,11
"여자","울산광역시","　70~74","미혼",24,35,4,12,3,4
"여자","울산광역시","　70~74","유배우",2619,2090,181,245,41,-
"여자","울산광역시","　75~79","미혼",25,15,-,-,-,-
"여자","울산광역시","　75~79","유배우",967,613,23,80,11,-
"여자","울산광역시","　80~84","미혼",8,6,-,-,-,-
"여자","울산광역시","　80~84","유배우",233,110,5,27,-,-
"여자","울산광역시","　85세이상","미혼",4,9,-,1,-,-
"여자","울산광역시","　85세이상","유배우",64,15,2,7,-,-
"여자","세종특별자치시","　15~19","미혼",1512,5830,701,1411,-,-
"여자","세종특별자치시","　20~24","미혼",6,869,2137,6371,124,1
"여자","세종특별자치시","　20~24","유배우",-,76,41,35,-,-
"여자","세종특별자치시","　25~29","미혼",2,397,951,4473,766,85
"여자","세종특별자치시","　25~29","유배우",12,345,669,1690,211,39
"여자","세종특별자치시","　30~34","미혼",6,238,382,2248,617,131
"여자","세종특별자치시","　30~34","유배우",41,738,1387,5209,1238,216
"여자","세종특별자치시","　35~39","미혼",3,280,392,1041,285,114
"여자","세종특별자치시","　35~39","유배우",51,1706,3530,6938,1998,540
"여자","세종특별자치시","　40~44","미혼",22,199,240,655,233,121
"여자","세종특별자치시","　40~44","유배우",44,2424,3550,6598,1979,544
"여자","세종특별자치시","　45~49","미혼",1,313,131,424,150,69
"여자","세종특별자치시","　45~49","유배우",91,3440,2499,4658,1264,304
"여자","세종특별자치시","　50~54","미혼",12,140,67,190,106,60
"여자","세종특별자치시","　50~54","유배우",338,3485,1045,2981,922,329
"여자","세종특별자치시","　55~59","미혼",13,131,17,68,58,9
"여자","세종특별자치시","　55~59","유배우",807,3764,652,1747,533,130
"여자","세종특별자치시","　60~64","미혼",20,77,23,28,26,16
"여자","세종특별자치시","　60~64","유배우",1196,3397,334,935,341,40
"여자","세종특별자치시","　65~69","미혼",8,63,4,15,12,-
"여자","세종특별자치시","　65~69","유배우",873,1574,221,386,49,15
"여자","세종특별자치시","　70~74","미혼",9,8,-,-,-,7
"여자","세종특별자치시","　70~74","유배우",524,658,52,87,32,-
"여자","세종특별자치시","　75~79","미혼",10,1,-,-,-,-
"여자","세종특별자치시","　75~79","유배우",260,130,-,68,-,-
"여자","세종특별자치시","　80~84","미혼",-,-,-,9,-,-
"여자","세종특별자치시","　80~84","유배우",72,77,-,9,-,-
"여자","세종특별자치시","　85세이상","유배우",10,25,-,5,-,-
"여자","경기도","　15~19","미혼",47136,205031,24190,38885,-,1
"여자","경기도","　15~19","유배우",21,178,15,-,-,-
"여자","경기도","　20~24","미혼",880,59280,106490,209183,4402,77
"여자","경기도","　20~24","유배우",286,3611,1768,1170,40,4
"여자","경기도","　25~29","미혼",1035,44511,89215,188467,17597,1659
"여자","경기도","　25~29","유배우",1086,19135,24472,30478,2649,241
"여자","경기도","　30~34","미혼",816,24587,40427,85972,12298,1916
"여자","경기도","　30~34","유배우",1950,33894,60661,107131,15247,1953
"여자","경기도","　35~39","미혼",1002,24248,23775,39146,8157,1585
"여자","경기도","　35~39","유배우",2605,79623,106555,152452,28351,3461
"여자","경기도","　40~44","미혼",938,20071,13493,22364,5790,1356
"여자","경기도","　40~44","유배우",2667,127044,106012,148956,29692,4178
"여자","경기도","　45~49","미혼",872,18207,7988,14493,4541,1162
"여자","경기도","　45~49","유배우",6310,205356,81867,129479,24031,3945
"여자","경기도","　50~54","미혼",939,11837,3256,7759,2361,851
"여자","경기도","　50~54","유배우",19223,243651,51346,104650,16580,3201
"여자","경기도","　55~59","미혼",1150,7154,1320,4020,1147,428
"여자","경기도","　55~59","유배우",47351,227330,30146,69782,10760,2406
"여자","경기도","　60~64","미혼",1376,5866,856,2367,655,231
"여자","경기도","　60~64","유배우",64763,183865,15676,36591,6066,1286
"여자","경기도","　65~69","미혼",893,3102,438,998,292,168
"여자","경기도","　65~69","유배우",47168,86895,6316,19894,2246,657
"여자","경기도","　70~74","미혼",671,1283,171,498,111,24
"여자","경기도","　70~74","유배우",28834,40726,3093,12384,987,238
"여자","경기도","　75~79","미혼",591,473,48,183,43,22
"여자","경기도","　75~79","유배우",15943,17762,1266,6524,383,129
"여자","경기도","　80~84","미혼",137,164,26,101,24,14
"여자","경기도","　80~84","유배우",5666,6016,489,2411,146,44
"여자","경기도","　85세이상","미혼",66,122,9,32,1,9
"여자","경기도","　85세이상","유배우",1368,1456,80,428,24,2
"여자","강원도","　15~19","미혼",5095,21807,1928,5143,3,-
"여자","강원도","　15~19","유배우",-,43,7,-,-,-
"여자","강원도","　20~24","미혼",68,5366,8547,25191,510,52
"여자","강원도","　20~24","유배우",67,688,366,337,16,5
"여자","강원도","　25~29","미혼",142,3021,5414,15446,1285,215
"여자","강원도","　25~29","유배우",207,2129,3068,4179,316,39
"여자","강원도","　30~34","미혼",110,1687,2794,7046,819,151
"여자","강원도","　30~34","유배우",359,3051,5582,9634,1130,99
"여자","강원도","　35~39","미혼",157,2117,1790,3287,751,143
"여자","강원도","　35~39","유배우",397,7290,9366,12493,2016,266
"여자","강원도","　40~44","미혼",141,2148,1171,1870,503,125
"여자","강원도","　40~44","유배우",414,12595,11097,11496,2289,305
"여자","강원도","　45~49","미혼",127,1933,626,1391,417,165
"여자","강원도","　45~49","유배우",1073,22833,8258,10134,1972,380
"여자","강원도","　50~54","미혼",170,1354,301,843,238,119
"여자","강원도","　50~54","유배우",3570,27667,5336,9116,1697,337
"여자","강원도","　55~59","미혼",239,1065,190,362,171,64
"여자","강원도","　55~59","유배우",9009,28624,3166,6433,1331,246
"여자","강원도","　60~64","미혼",263,724,97,177,127,34
"여자","강원도","　60~64","유배우",12126,27897,1761,3469,667,231
"여자","강원도","　65~69","미혼",192,409,63,74,24,16
"여자","강원도","　65~69","유배우",7746,11759,736,1619,286,86
"여자","강원도","　70~74","미혼",88,198,37,43,7,2
"여자","강원도","　70~74","유배우",4287,3963,386,761,154,16
"여자","강원도","　75~79","미혼",30,77,2,13,2,-
"여자","강원도","　75~79","유배우",2540,1875,117,351,54,5
"여자","강원도","　80~84","미혼",7,49,-,11,10,-
"여자","강원도","　80~84","유배우",1020,674,31,154,3,1
"여자","강원도","　85세이상","미혼",23,63,1,3,-,-
"여자","강원도","　85세이상","유배우",231,132,21,25,1,-
"여자","충청북도","　15~19","미혼",5375,23913,2284,6095,-,1
"여자","충청북도","　15~19","유배우",-,26,4,-,-,-
"여자","충청북도","　20~24","미혼",152,7851,10095,27849,507,9
"여자","충청북도","　20~24","유배우",45,755,359,294,9,-
"여자","충청북도","　25~29","미혼",156,5028,7160,17694,1877,169
"여자","충청북도","　25~29","유배우",200,3047,3176,3535,315,34
"여자","충청북도","　30~34","미혼",93,2883,3283,7721,1045,204
"여자","충청북도","　30~34","유배우",442,5309,6211,9904,1260,203
"여자","충청북도","　35~39","미혼",163,3067,2058,3102,526,144
"여자","충청북도","　35~39","유배우",487,10938,10982,12547,2241,387
"여자","충청북도","　40~44","미혼",209,2428,1347,1877,432,159
"여자","충청북도","　40~44","유배우",458,15870,11433,11184,2182,331
"여자","충청북도","　45~49","미혼",174,2249,698,1121,336,137
"여자","충청북도","　45~49","유배우",1135,25726,8133,9798,2224,410
"여자","충청북도","　50~54","미혼",207,1634,270,633,148,85
"여자","충청북도","　50~54","유배우",3583,31114,5105,9020,1789,311
"여자","충청북도","　55~59","미혼",211,971,91,352,135,31
"여자","충청북도","　55~59","유배우",9333,28621,3082,5654,1170,244
"여자","충청북도","　60~64","미혼",186,846,78,187,111,18
"여자","충청북도","　60~64","유배우",11940,24982,1542,2823,683,144
"여자","충청북도","　65~69","미혼",145,340,37,110,39,3
"여자","충청북도","　65~69","유배우",8031,10068,773,1309,286,37
"여자","충청북도","　70~74","미혼",118,153,22,25,21,1
"여자","충청북도","　70~74","유배우",3933,3362,346,628,116,11
"여자","충청북도","　75~79","미혼",68,49,9,4,10,-
"여자","충청북도","　75~79","유배우",2207,1385,121,266,16,-
"여자","충청북도","　80~84","미혼",25,7,6,4,-,-
"여자","충청북도","　80~84","유배우",686,575,28,110,4,-
"여자","충청북도","　85세이상","미혼",18,2,-,4,-,-
"여자","충청북도","　85세이상","유배우",132,106,-,15,-,7
"여자","충청남도","　15~19","미혼",7585,32108,2831,7851,-,-
"여자","충청남도","　15~19","유배우",6,37,-,1,-,-
"여자","충청남도","　20~24","미혼",199,9887,11137,35507,499,6
"여자","충청남도","　20~24","유배우",87,1032,319,306,5,2
"여자","충청남도","　25~29","미혼",127,7567,7333,20761,1631,195
"여자","충청남도","　25~29","유배우",335,4780,3890,4674,301,18
"여자","충청남도","　30~34","미혼",219,4342,3770,8343,988,184
"여자","충청남도","　30~34","유배우",699,9207,9125,13545,1332,164
"여자","충청남도","　35~39","미혼",235,3873,2452,3745,549,121
"여자","충청남도","　35~39","유배우",639,16355,15217,17576,2723,335
"여자","충청남도","　40~44","미혼",201,3386,1596,1988,497,77
"여자","충청남도","　40~44","유배우",622,23533,14672,15488,2597,352
"여자","충청남도","　45~49","미혼",242,2895,632,1313,375,123
"여자","충청남도","　45~49","유배우",1382,34312,10175,12925,2221,414
"여자","충청남도","　50~54","미혼",204,1754,268,874,232,69
"여자","충청남도","　50~54","유배우",3795,37989,6752,9907,2176,407
"여자","충청남도","　55~59","미혼",285,1230,104,419,159,57
"여자","충청남도","　55~59","유배우",11148,35472,3799,6628,1619,381
"여자","충청남도","　60~64","미혼",266,982,120,220,64,48
"여자","충청남도","　60~64","유배우",14852,31069,1731,3035,688,184
"여자","충청남도","　65~69","미혼",272,522,27,102,34,9
"여자","충청남도","　65~69","유배우",9434,13545,837,1417,208,89
"여자","충청남도","　70~74","미혼",126,207,10,67,14,11
"여자","충청남도","　70~74","유배우",5699,4247,251,819,131,14
"여자","충청남도","　75~79","미혼",100,79,7,21,4,5
"여자","충청남도","　75~79","유배우",2581,1635,134,286,25,-
"여자","충청남도","　80~84","미혼",11,29,4,8,-,-
"여자","충청남도","　80~84","유배우",844,521,29,127,30,-
"여자","충청남도","　85세이상","미혼",4,7,6,1,-,-
"여자","충청남도","　85세이상","유배우",272,114,13,6,-,-
"여자","전라북도","　15~19","미혼",6348,27614,2406,7500,-,-
"여자","전라북도","　15~19","유배우",7,26,-,-,-,-
"여자","전라북도","　20~24","미혼",113,6911,9630,33218,615,7
"여자","전라북도","　20~24","유배우",126,765,197,453,19,1
"여자","전라북도","　25~29","미혼",110,4370,5845,21425,1851,162
"여자","전라북도","　25~29","유배우",334,2919,2370,3894,343,38
"여자","전라북도","　30~34","미혼",117,2558,2661,9308,1288,253
"여자","전라북도","　30~34","유배우",515,4344,4696,10139,1495,170
"여자","전라북도","　35~39","미혼",191,2371,1995,4224,624,169
"여자","전라북도","　35~39","유배우",518,9636,9118,14859,2587,445
"여자","전라북도","　40~44","미혼",222,2128,1342,2500,431,264
"여자","전라북도","　40~44","유배우",575,14934,11127,15237,2820,400
"여자","전라북도","　45~49","미혼",211,2113,757,1796,321,157
"여자","전라북도","　45~49","유배우",1043,24976,10444,14175,2355,571
"여자","전라북도","　50~54","미혼",224,1412,366,870,166,159
"여자","전라북도","　50~54","유배우",3498,29631,6863,13010,1855,631
"여자","전라북도","　55~59","미혼",226,988,134,457,133,114
"여자","전라북도","　55~59","유배우",8990,30144,3821,8660,1525,451
"여자","전라북도","　60~64","미혼",222,805,85,205,150,43
"여자","전라북도","　60~64","유배우",12874,28107,2293,4298,838,257
"여자","전라북도","　65~69","미혼",145,415,27,138,23,13
"여자","전라북도","　65~69","유배우",8994,13942,1018,1635,345,113
"여자","전라북도","　70~74","미혼",92,153,37,91,32,13
"여자","전라북도","　70~74","유배우",5795,5614,375,918,121,51
"여자","전라북도","　75~79","미혼",95,34,23,73,1,-
"여자","전라북도","　75~79","유배우",3074,2173,202,310,31,10
"여자","전라북도","　80~84","미혼",38,40,25,29,1,1
"여자","전라북도","　80~84","유배우",964,772,54,84,1,-
"여자","전라북도","　85세이상","미혼",14,10,19,12,-,-
"여자","전라북도","　85세이상","유배우",259,173,14,30,1,-
"여자","전라남도","　15~19","미혼",5638,25792,1760,4765,-,-
"여자","전라남도","　15~19","유배우",9,18,-,-,-,-
"여자","전라남도","　20~24","미혼",107,6286,8417,21985,228,2
"여자","전라남도","　20~24","유배우",42,698,367,172,5,1
"여자","전라남도","　25~29","미혼",140,3869,6686,16294,975,101
"여자","전라남도","　25~29","유배우",403,2755,2840,3654,196,36
"여자","전라남도","　30~34","미혼",128,2113,2753,6892,554,54
"여자","전라남도","　30~34","유배우",711,4785,5846,9904,940,117
"여자","전라남도","　35~39","미혼",204,2354,1688,3401,443,81
"여자","전라남도","　35~39","유배우",704,9770,11127,13206,1607,220
"여자","전라남도","　40~44","미혼",213,2042,1205,1520,309,70
"여자","전라남도","　40~44","유배우",498,15647,13033,11837,1709,243
"여자","전라남도","　45~49","미혼",193,1723,660,1307,254,53
"여자","전라남도","　45~49","유배우",1465,25478,10623,10190,1590,302
"여자","전라남도","　50~54","미혼",276,1334,270,704,155,42
"여자","전라남도","　50~54","유배우",4646,32430,7302,8565,1295,308
"여자","전라남도","　55~59","미혼",240,810,121,301,106,17
"여자","전라남도","　55~59","유배우",11773,30564,4370,5817,1181,215
"여자","전라남도","　60~64","미혼",171,612,88,161,68,6
"여자","전라남도","　60~64","유배우",15546,29405,2170,2621,466,92
"여자","전라남도","　65~69","미혼",92,347,51,82,21,4
"여자","전라남도","　65~69","유배우",8756,12560,771,1058,212,39
"여자","전라남도","　70~74","미혼",75,85,13,34,7,3
"여자","전라남도","　70~74","유배우",4833,3506,329,405,42,7
"여자","전라남도","　75~79","미혼",70,20,-,15,-,-
"여자","전라남도","　75~79","유배우",2315,1048,61,132,14,8
"여자","전라남도","　80~84","미혼",11,22,1,4,-,-
"여자","전라남도","　80~84","유배우",738,427,13,44,-,4
"여자","전라남도","　85세이상","미혼",6,3,-,12,-,-
"여자","전라남도","　85세이상","유배우",144,64,2,6,-,-
"여자","경상북도","　15~19","미혼",7743,34121,3347,9575,-,-
"여자","경상북도","　15~19","유배우",3,27,-,6,-,-
